Model	Item	Part No.	Alternate No.	Part Description (TCLNA)	Price
H10W26W	24.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H10W26W	24.7.2	210826603	41214-000132	Sash lock	$2.00
H10W26W	24.7.3	210826602	41214-000139	Lock Frame	$2.00
H10W26W		214146620		Screw Kit White 5-12k	$4.00
H10W26W		GSK8-15K		Window Foam Insulation Strips	$4.00
H12W24W	1	41507-000241	41507-000241	Front Panel Assembly	$13.00
H12W24W	1.2	210736617	41507-000133	Air Filter	$4.14
H12W24W	2.1	210901539	10104-100026	Sensor Assembly	$6.96
H12W24W	2.7	41507-000235	41507-000235	Control Box panel	$4.00
H12W24W	2.8	210901721	10502-100032	Transformer	$8.70
H12W24W	10	22001-000166	210901435	Fan Motor	$45.82
H12W24W	18	210901453A	22007-000069	Power Supply Cord	$38.04
H12W24W	23	210901457C	22013-003959	Remote Controller	$7.96
H12W24W	24.1	210737020	41214-000499	Window Sash seal	$3.00
H12W24W	24.2	210737051	42006-000235	Foam Top window Gasket	$2.00
H12W24W	24.3	FPKW10-12K	41509-000004	Filler Panel Kit White 10-14K	$10.00
H12W24W	25	210826820	41509-000023	Top mounting Rail	$5.08
H12W24W	26	32001-000308	32001-000308	Wifi Module	$10.00
H12W24W	24.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H12W24W	24.7.2	210826603	41214-000132	Sash lock	$2.00
H12W24W	24.7.3	210826602	41214-000139	Lock Frame	$2.00
H12W24W		214146620		Screw Kit White 5-12k	$4.00
H12W24W		GSK8-15K		Window Foam Insulation Strips	$4.00
H12W25W-CA	1	41507-000241	41507-000241	Front Panel Assembly	$13.00
H12W25W-CA	1.2	210736617	41507-000133	Air Filter	$4.14
H12W25W-CA	2.1	210901539	10104-100026	Sensor Assembly	$6.96
H12W25W-CA	2.7	41507-000235	41507-000235	Control Box panel	$4.00
H12W25W-CA	2.8	210901721	10502-100032	Transformer	$8.70
H12W25W-CA	10	22001-000166	210901435	Fan Motor	$45.82
H12W25W-CA	18	210901453A	22007-000069	Power Supply Cord	$38.04
H12W25W-CA	23	210901457C	22013-003959	Remote Controller	$7.96
H12W25W-CA	24.1	210737020	41214-000499	Window Sash seal	$3.00
H12W25W-CA	24.2	210737051	42006-000235	Foam Top window Gasket	$2.00
H12W25W-CA	24.3	FPKW10-12K	41509-000004	Filler Panel Kit White 10-14K	$10.00
H12W25W-CA	25	210826820	41509-000023	Top mounting Rail	$5.08
H12W25W-CA	26	32001-000308	32001-000308	Wifi Module	$10.00
H12W25W-CA	24.7.2	210826603	41214-000132	Sash lock	$2.00
H12W25W-CA	24.7.3	210826602	41214-000139	Lock Frame	$2.00
H12W25W-CA		214146620		Screw Kit White 5-12k	$4.00
H12W25W-CA		GSK8-15K		Window Foam Insulation Strips	$4.00
H12W26W	1	41507-000241	41507-000241	Front Panel Assembly	$13.00
H12W26W	1.2	210736617	41507-000133	Air Filter	$4.14
H12W26W	2.1	210901539	10104-100026	Sensor Assembly	$6.96
H12W26W	2.7	41507-000235	41507-000235	Control Box panel	$4.00
H12W26W	10	22001-000166	210901435	Fan Motor	$45.82
H12W26W	18	210901453A	22007-000069	Power Supply Cord	$38.04
H12W26W	23	210901457C	22013-000262	Remote Controller	$7.96
H12W26W	24.1	210737020	41214-000499	Window Sash seal	$3.00
H12W26W	24.2	210737051	42006-000235	Foam Top window Gasket	$2.00
H12W26W	24.3	FPKW10-12K	41509-000004	Filler Panel Kit White 10-14K	$10.00
H12W26W	25	210826820	41509-000023	Top mounting Rail	$5.08
H12W26W	24.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H12W26W	24.7.2	210826603	41214-000132	Sash lock	$2.00
H12W26W	24.7.3	210826602	41214-000139	Lock Frame	$2.00
H12W26W		214146620		Screw Kit White 5-12k	$4.00
H12W26W		GSK8-15K		Window Foam Insulation Strips	$4.00
H15W25W	1.4	210736555	42008-000062	Air Filter	$7.50
H15W25W	8	210736566	41509-000040	Filler Panels Left Rail	$5.16
H15W25W	9	210736743	41509-000014	Filler Panels	$6.24
H15W25W	10	210826835	41509-000026	Top mounting Rail	$8.70
H15W25W	11	210736744	41214-000913	Filler Panels plug	$2.00
H15W25W	19	210901458	22001-000165	Fan Motor	$78.36
H15W25W	28.5	210901721	10502-100032	Transformer	$8.70
H15W25W	28.8	210901461C	31502-000023	Display PCB	$12.56
H15W25W	29	210901457C	22013-003959	Remote Controller	$7.96
H15W25W	30	210901453A	22007-000069	Power Supply Cord	$38.04
H15W25W	31.2	210736744	41214-000913	Filler Panels plug	$2.00
H15W25W	31.3	210826659	41214-000318	Support Bracket(Left)	$13.68
H15W25W	31.4	210826660	41214-000317	Support Bracket(Right)	$13.68
H15W25W	31.5	210737020	41214-000499	Window Sash seal	$3.00
H15W25W	31.6	210737051	42006-000235	Foam Top window Gasket	$2.00
H15W25W	31.7	210737551	41399-000023	Insulation strip sponge	$6.40
H15W25W	36	210901539	10104-100026	Sensor Assembly	$6.96
H15W25W	37	32001-000308	32001-000308	Wifi Module	$10.00
H15W25W	31.11.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H15W25W	31.11.2	210826603	41214-000132	Sash lock	$2.00
H15W25W	31.11.3	210826661	41214-000411	Sill Angel Bracket	$3.28
H15W25W	31.11.6	211800128	50209-100009	Gasket	$0.50
H15W25W		FPKW15K		Filler Panel Kit White 15K-24k	$10.00
H15W25W		214146620		Screw Kit White 5-12k	$4.00
H15W25W		GSK8-15K		Window Foam Insulation Strips	$4.00
H15W25W-CA	1.4	210736555	42008-000062	Air Filter	$7.50
H15W25W-CA	8	210736566	41509-000040	Filler Panels Left Rail	$5.16
H15W25W-CA	9	210736743	41509-000014	Filler Panels	$6.24
H15W25W-CA	10	210826835	41509-000026	Top mounting Rail	$8.70
H15W25W-CA	11	210736744	41214-000913	Filler Panels plug	$2.00
H15W25W-CA	19	210901458	22001-000165	Fan Motor	$78.36
H15W25W-CA	28.5	210901721	10502-100032	Transformer	$8.70
H15W25W-CA	28.8	210901461C	31502-000023	Display PCB	$12.56
H15W25W-CA	29	210901457C	22013-003959	Remote Controller	$7.96
H15W25W-CA	30	210901453A	22007-000069	Power Supply Cord	$38.04
H15W25W-CA	31.2	210736744	41214-000913	Filler Panels plug	$2.00
H15W25W-CA	31.3	210826659	41214-000318	Support Bracket(Left)	$13.68
H15W25W-CA	31.4	210826660	41214-000317	Support Bracket(Right)	$13.68
H15W25W-CA	31.5	210737020	41214-000499	Window Sash seal	$3.00
H15W25W-CA	31.6	210737051	42006-000235	Foam Top window Gasket	$2.00
H15W25W-CA	31.7	210737551	41399-000023	Insulation strip sponge	$6.40
H15W25W-CA	36	210901539	10104-100026	Sensor Assembly	$6.96
H15W25W-CA	37	32001-000308	32001-000308	Wifi Module	$10.00
H15W25W-CA	31.11.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H15W25W-CA	31.11.2	210826603	41214-000132	Sash lock	$2.00
H15W25W-CA	31.11.3	210826661	41214-000411	Sill Angel Bracket	$3.28
H15W25W-CA	31.11.6	211800128	50209-100009	Gasket	$0.50
H15W25W-CA		FPKW15K		Filler Panel Kit White 15K-24k	$10.00
H15W25W-CA		214146620		Screw Kit White 5-12k	$4.00
H15W25W-CA		GSK8-15K		Window Foam Insulation Strips	$4.00
H5W23M	2	41106-004210	41106-004210	Front Panel Assembly	$13.00
H5W23M	4	41505-000286	41505-000286	Knob	$2.00
H5W23M	5	210736452	42008-000060	Air Filter	$7.50
H5W23M	17	42004-000184	42004-000184	Propeller Fan	$2.88
H5W23M	24	210901453	22007-000068	Power Supply Cord	$28.89
H5W23M	25.2	210826768	41509-000019	Top mounting Rail	$3.60
H5W23M	25.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
H5W23M	25.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H5W23M	25.7.2	210826603	41214-000132	Sash lock	$2.00
H5W23M	25.7.3	210826602	41214-000139	Lock Frame	$2.00
H5W23W	7	42004-000184	42004-000184	Propeller Fan	$2.88
H5W23W	17	31502-000011	31502-000011	Main pcb	$34.00
H5W23W	19	210901412	31502-000019	display pcb	$16.80
H5W23W	21	41106-004210	41106-004210	Front Panel	$13.00
H5W23W	26	210736452	42008-000060	Air Filter	$7.50
H5W23W	32	210901457C	22013-003959	Remote Controller	$7.96
H5W23W	33	210901453	22007-000068	Power Supply Cord	$28.89
H5W23W	34	210901454	10104-100023	Sensor Assembly	$2.96
H5W23W	35.3	210826768	41509-000019	Top mounting Rail	$3.60
H5W23W	35.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
H5W23W	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H5W23W	35.7.2	210826603	41214-000132	Sash lock	$2.00
H5W23W	35.7.3	210826602	41214-000139	Lock Frame	$2.00
H5W23W		GSK5-6K		Window Foam Insulation Strips	$4.00
H5W23W		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
H5W23W		214146620		Screw Kit White 5-12k	$4.00
H6W24W	7	42004-000184	42004-000184	Propeller Fan	$2.88
H6W24W	8	22001-000168	210901378A	Fan Motor	$24.00
H6W24W	11	42004-000142	210736487	Centrifugal Fan	$10.00
H6W24W	18	210901721	10502-100032	Transformer	$8.70
H6W24W	19	210901412	31502-000019	display pcb	$16.80
H6W24W	20	41507-000028	210736451	Control Box panel	$4.00
H6W24W	21	41106-004210	41106-004210	Front Panel	$13.00
H6W24W	26	210736452	42008-000060	Air Filter	$7.50
H6W24W	32	210901457C	22013-003959	Remote Controller	$7.96
H6W24W	33	210901453	22007-000068	Power Supply Cord	$28.89
H6W24W	34	210901454	10104-100023	Sensor Assembly	$2.96
H6W24W	35.3	210826768	41509-000019	Top mounting Rail	$3.60
H6W24W	35.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
H6W24W	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H6W24W	35.7.2	210826603	41214-000132	Sash lock	$2.00
H6W24W	35.7.3	210826602	41214-000139	Lock Frame	$2.00
H6W24W		GSK5-6K		Window Foam Insulation Strips	$4.00
H6W24W		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
H6W24W		214146620		Screw Kit White 5-12k	$4.00
H6W25W-CA	7	42004-000184	42004-000184	Propeller Fan	$2.88
H6W25W-CA	8	22001-000168	210901378A	Fan Motor	$24.00
H6W25W-CA	11	42004-000142	210736487	Centrifugal Fan	$10.00
H6W25W-CA	18	210901721	10502-100032	Transformer	$8.70
H6W25W-CA	19	210901412	31502-000019	display pcb	$16.80
H6W25W-CA	20	41507-000028	210736451	Control Box panel	$4.00
H6W25W-CA	21	41106-004210	41106-004210	Front Panel	$13.00
H6W25W-CA	26	210736452	42008-000060	Air Filter	$7.50
H6W25W-CA	32	210901457C	22013-003959	Remote Controller	$7.96
H6W25W-CA	33	210901453	22007-000068	Power Supply Cord	$28.89
H6W25W-CA	34	210901454	10104-100023	Sensor Assembly	$2.96
H6W25W-CA	35.3	210826768	41509-000019	Top mounting Rail	$3.60
H6W25W-CA	35.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
H6W25W-CA	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H6W25W-CA	35.7.2	210826603	41214-000132	Sash lock	$2.00
H6W25W-CA	35.7.3	210826602	41214-000139	Lock Frame	$2.00
H6W25W-CA		GSK5-6K		Window Foam Insulation Strips	$4.00
H6W25W-CA		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
H6W25W-CA		214146620		Screw Kit White 5-12k	$4.00
H8W24W	2	41106-004212	41106-004212	Front Panel Assembly	$13.00
H8W24W	3	210736640	42008-000061	Air Filter	$7.50
H8W24W	6.1	41507-000226	41507-000226	Control Box panel	$13.70
H8W24W	6.5	210901721	10502-100032	Transformer	$8.70
H8W24W	16	42004-000100	210736633	Propeller Fan	$4.04
H8W24W	23	210901457C	22013-003959	Remote Controller	$7.96
H8W24W	24	210901453	22007-000068	Power Supply Cord	$28.89
H8W24W	26.1	210737020	41214-000499	Window Sash seal	$3.00
H8W24W	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
H8W24W	26.3	210826772	41509-000021	Top mounting Rail	$5.45
H8W24W	26.4	FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
H8W24W	27	32001-000308	32001-000308	Wifi module 	$10.00
H8W24W	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H8W24W	26.8.2	210826603	41214-000132	Sash lock	$2.00
H8W24W	26.8.3	210826602	41214-000139	Lock Frame	$2.00
H8W24W		214146620		Screw Kit White 5-12k	$4.00
H8W24W		GSK8-15K		Window Foam Insulation Strips	$4.00
H8W25W-CA	2	41106-004212	41106-004212	Front Panel Assembly	$13.00
H8W25W-CA	3	210736640	42008-000061	Air Filter	$7.50
H8W25W-CA	6.1	41507-000226	41507-000226	Control Box panel	$13.70
H8W25W-CA	6.5	210901721	10502-100032	Transformer	$8.70
H8W25W-CA	16	42004-000100	210736633	Propeller Fan	$4.04
H8W25W-CA	23	210901457C	22013-003959	Remote Controller	$7.96
H8W25W-CA	24	210901453	22007-000068	Power Supply Cord	$28.89
H8W25W-CA	26.1	210737020	41214-000499	Window Sash seal	$3.00
H8W25W-CA	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
H8W25W-CA	26.3	210826772	41509-000021	Top mounting Rail	$5.45
H8W25W-CA	26.4	FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
H8W25W-CA	27	32001-000308	32001-000308	Wifi module 	$10.00
H8W25W-CA	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H8W25W-CA	26.8.2	210826603	41214-000132	Sash lock	$2.00
H8W25W-CA	26.8.3	210826602	41214-000139	Lock Frame	$2.00
H8W25W-CA		214146620		Screw Kit White 5-12k	$4.00
H8W25W-CA		GSK8-15K	GSK8-15K	Window Foam Insulation Strips	$4.00
H8W25WQ	1	41507-000974	41507-000974	Grille	$6.00
H8W25WQ	2	41507-000977	41507-000977	Air Filter	$7.00
H8W25WQ	4	41507-001061	41507-001061	Front Panel	$14.00
H8W25WQ	15	22001-000409	22001-000409	Indoor Motor	$25.00
H8W25WQ	16	42004-000206	42004-000206	Cross Fan	$8.00
H8W25WQ	32	41509-000088	41509-000088	Telescopic Curtain Assy	$10.00
H8W25WQ	35	41509-000090	41509-000090	Right Telescopic Curtain Support Assy	$10.00
H8W25WQ	44	210901453	22007-000068	Power Supply Cord	$28.89
H8W25WQ	52	22013-004408	22013-004408	Remote Controller	$8.00
H8W25WQ	53	210826603	41214-000132	Sash lock	$2.00
H8W25WQ		GSK8-15K		Window Foam Insulation Strips	$4.00
H35D24W	11	810702460		Grid 	$4.00
H35D24W	12	810702461		Filter	$8.00
H35D24W	13	814101964		Cover of drainage hose	$1.00
H35D24W	16	810900236A		Humidity sensor	$15.76
H35D24W	17	210900480B		Sensor resistance	$8.00
H35D24W	21	210900346F		Power cord	$35.00
H35D24W	35	814102208		Water tank subassembly	$15.00
H35D24W	41	814101882B		WIFI model	$10.00
H35D24W	(36-1)	810702498		Caster	$4.00
W25D92	11	810702460		Grid 	$4.00
W25D92	12	810702461		Filter	$8.00
W25D92	13	814101964		Cover of drainage hose	$1.00
W25D92	16	810900236A		Humidity sensor	$15.76
W25D92	17	210900480B		Sensor	$8.00
W25D92	21	210900346F		Power cord	$35.00
W25D92	35	814102208		Water tank subassembly	$15.00
W25D92	(36-1)	810702498		Caster	$4.00
W35D92	11	810702460		Grid 	$4.00
W35D92	12	810702461		Filter	$8.00
W35D92	13	814101964		Cover of drainage hose	$1.00
W35D92	16	810900236A		Humidity sensor	$15.76
W35D92	17	210900480B		Sensor	$8.00
W35D92	21	210900346F		Power cord	$35.00
W35D92	35	814102208		Water tank subassembly	$15.00
W35D92	(36-1)	810702498		Caster	$4.00
W50D9P2	14	814101964		Cover of drainage hose	$1.00
W50D9P2	17	810900236A		Humidity sensor	$15.76
W50D9P2	18	210900480B		Sensor resistance	$8.00
W50D9P2	20	210900346D		Power cord	$17.08
W50D9P2	28	210703200		Filter of pump	$2.85
W50D9P2	31	22015-000016		Pump	$16.00
W50D9P2	44	814102048		Water tank subassembly	$15.00
W50D9P2	46	810700291		Drain Tube	$6.00
W50D9P2	（45-1）	210702984		Caster	$3.68
W50D9P2	※	810703146		Drain tube adapter/Quick Connector	$2.00
W50D9P2	12 (+11)	810702543		Grid & filter	$10.00
W50D9P2-B	14	814101964A		Cover of drainage hose	$1.00
W50D9P2-B	17	810900236A		Humidity sensor	$15.76
W50D9P2-B	18	210900480B		Sensor resistance	$8.00
W50D9P2-B	20	210900346D		Power cord	$17.08
W50D9P2-B	28	210703200		Filter of pump	$2.85
W50D9P2-B	31	22015-000016		Pump	$16.00
W50D9P2-B	44	814102048A		Water tank subassembly	$15.00
W50D9P2-B	46	810700291		Drain Tube	$6.00
W50D9P2-B	（45-1）	210702984		Caster	$3.68
W50D9P2-B	※	810703146		Drain tube adapter/Quick Connector	$2.00
W50D9P2-B	12 (+11)	810702543A		Grid & filter	$10.00
H10P36W	24	1170100044		Fan motor capacitor	$5.68
H10P36W	27	810700746B		Window slider	$17.40
H10P36W	29	810900467		Power cord	$33.50
H10P36W	40	810701299A		Drain hose plug	$1.30
H10P36W	63	810703229		Exhaust Hose	$9.00
H10P36W	64	810701997A		Hose inlet	$4.00
H10P36W	65	810701090B		Hose outlet	$4.00
H10P36W	66	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H10P36W	67	810900614		Remote controller	$8.00
H10P36W	68	810700928F		Drain Tube	$4.00
H10P36W	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10P36W	58-1	810701898B		Cover of stopper	$0.32
H10P36W	58-2	810701900		Stopper	$2.00
H10P36W	58-3	810701160		Caster	$3.92
H5P24W	11	810900614		Remote controller	$8.00
H5P24W	29	810900443B		Power cord	$34.36
H5P24W	41	810701900		Stopper	$2.00
H5P24W	42	810703207		Caster	$4.00
H5P24W	45	810701456		Filter of evaporator	$12.96
H5P24W	46	810701299A		Drain hose plug	$1.30
H5P24W	51	810701457B		Hose inlet	$4.00
H5P24W	52	810701090B		Hose outlet	$4.00
H5P24W	53	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H5P24W	54	810701558B		Exhaust Hose	$9.00
H5P24W		GSK5-6K		Window Foam Insulation Strips	$4.00
H6P34W	11	810900614		Remote controller	$8.00
H6P34W	29	810900443B		Power cord	$34.36
H6P34W	33	810900225		Capacitor of compressor	$17.01
H6P34W	41	810701900		Stopper	$2.00
H6P34W	42	810703207		Caster	$4.00
H6P34W	45	810701456		Filter of evaporator	$12.96
H6P34W	46	810701299A		Drain hose plug	$1.30
H6P34W	51	810701457B		Hose inlet	$4.00
H6P34W	52	810701090B		Hose outlet	$4.00
H6P34W	53	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H6P34W	54	810701558B		Exhaust Hose	$9.00
H6P34W		GSK5-6K		Window Foam Insulation Strips	$4.00
H7P38W	49	810701160		Caster	$3.92
H7P38W		810701900		Stopper	$2.00
H7P38W	25	810703169		Filter of condenser	$8.00
H7P38W	22	810703171		Filter of evaporator	$8.00
H7P38W	67	810703229		Exhaust Hose	$9.00
H10P36W	22	810900225		Capacitor of compressor	$17.01
H10P36W	24	1170100044		Fan motor capacitor	$5.68
H7P38W	4	810900225		Capacitor of compressor	$17.01
H7P38W	52	810900468		Power Cord	$32.88
H8P36W	24	1170100044		Fan motor capacitor	$5.68
H8P36W	27	814101882B		WiFi Module	$10.00
H8P36W	29	810900467		Power cord	$33.50
H8P36W	40	810701299A		Drain hose plug	$1.30
H8P36W	63	810703229		Exhaust Hose	$9.00
H8P36W	64	810701997A		Hose inlet	$4.00
H8P36W	65	810701090B		Hose outlet	$4.00
H8P36W	66	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
H8P36W	67	810900614		Remote controller	$8.00
H8P36W	68	810700928F		Drain Tube	$4.00
H8P36W	58-1	810701898B		Cover of stopper	$0.32
H8P36W	58-2	810701900		Stopper	$2.00
H8P36W	58-3	810701160		Caster	$3.92
H8P36W		GSK8-15K		Window Foam Insulation Strips	$4.00
W10P95-B	26	1170100044		Fan motor capacitor	$5.68
W10P95-B	27	1170100044		Fan motor capacitor	$5.68
W10P95-B	29	814101882B		WiFi module	$10.00
W10P95-B	31	810900467A		Power cord	$33.50
W10P95-B	34	81073000007A		Filter of evaporator	$10.00
W10P95-B	35	81073000008A		Grill of evaporator	$8.00
W10P95-B	38	810701299C		Drain hose plug	$1.30
W10P95-B	40	81073000001A		Filter of condenser	$10.00
W10P95-B	41	81073000002A		Grill of condenser	$8.00
W10P95-B	56	810703229A		Exhaust Hose	$9.00
W10P95-B	57	810701997C		Hose inlet	$5.82
W10P95-B	58	810701090A		Hose outlet	$4.74
W10P95-B	59	810702837A		Window slider, 2 pieces 1 hole, Black	$14.00
W10P95-B	60	810700928F		Drain Tube	$4.00
W10P95-B	61	810900604a		Remote controller	$9.81
W10P95-B	(55-1)	810701898		Cover of stopper	$0.50
W10P95-B	(55-2)	810701900		Stopper	$2.00
W10P95-B	(55-3)	810701160		Caster	$3.92
W10P95-B		810703024B		Window Slider Extension, 1 piece Solid, Black	$8.00
W10P95-B		810703025B		Window Slider Extension, 2 pieces Solid, Black	$15.00
W10PH95-B	26	1170100044		Fan motor capacitor	$5.68
W10PH95-B	27	1170100044		Fan motor capacitor	$5.68
W10PH95-B	29	814101882B		WiFi module	$10.00
W10PH95-B	31	810900467A		Power cord	$33.50
W10PH95-B	34	81073000007A		Filter of evaporator	$10.00
W10PH95-B	35	81073000008A		Grill of evaporator	$8.00
W10PH95-B	38	810701299C		Drain hose plug	$1.30
W10PH95-B	40	81073000001A		Filter of condenser	$10.00
W10PH95-B	41	81073000002A		Grill of condenser	$8.00
W10PH95-B	56	810703229A		Exhaust Hose	$9.00
W10PH95-B	57	810701997C		Hose inlet	$5.82
W10PH95-B	58	810701090A		Hose outlet	$4.74
W10PH95-B	59	810702837A		Window slider, 2 pieces 1 hole, Black	$14.00
W10PH95-B	60	810700928F		Drain Tube	$4.00
W10PH95-B	61	810900604a		Remote controller	$9.81
W10PH95-B	(55-1)	810701898		Cover of stopper	$0.50
W10PH95-B	(55-2)	810701900		Stopper	$2.00
W10PH95-B	(55-3)	810701160		Caster	$3.92
W10PH95-B		810703024B		Window Slider Extension, 1 piece Solid, Black	$8.00
W10PH95-B		810703025B		Window Slider Extension, 2 pieces Solid, Black	$15.00
W10PH95-B		GSK8-15K		Window Foam Insulation Strips	$4.00
W5P93	11	810900614a		Remote controller	$9.81
W5P93	29	810900443B		Power cord	$34.36
W5P93	41	810701900		Stopper	$2.00
W5P93	42	810703207		Caster	$4.00
W5P93	45	810701456		Filter of evaporator	$12.96
W5P93	46	810701299A		Drain hose plug	$1.30
W5P93	51	810701457B		Hose inlet	$4.00
W5P93	52	810701090B		Hose outlet	$4.00
W5P93	53	810702945A		Window slider, 3 pieces, 1 hole, 2 solid, White	$14.04
W5P93	54	810701558B		Exhaust Hose	$9.00
W5P93		GSK5-6K		Window Foam Insulation Strips	$4.00
W5P93		810703024A		Window Slider Extension, 1 piece Solid, White	$8.00
W5P93		810703025		Window Slider Extension, 2 pieces Solid, White	$10.00
W5P93		810702837		Window Slider, 2 pieces, 1 hole, 1 solid, White	$10.00
W8P95-B3	26	1170100044		Fan motor capacitor	$5.68
W8P95-B3	27	1170100044		Fan motor capacitor	$5.68
W8P95-B3	29	814101882B		WiFi module	$10.00
W8P95-B3	31	810900467A		Power cord	$33.50
W8P95-B3	34	81073000007A		Filter of evaporator	$10.00
